Unnamed: 0.1,Text,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment
204," Embracing the ebb and flow of life, finding acceptance in the dance of existence. ",1, #Acceptance #LifeJourney                   ,-0.9223031595950428,-0.9162952375968269, UK           ,2023,1,10,16,1
449,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",0, #Betrayal #ReverberatingPromises ,0.4948377153494816,0.5041370239891058, Italy ,2016,12,12,10,29
94, Bitter experience at the customer service department.   ,0, #BitterExperience #CustomerService         ,-0.4971608971116855,-0.5611871722003436, USA       ,2023,2,26,15,31
333,Awe-struck by the breathtaking sunrise over the mountains.      ,1, #Awe #BreathtakingSunrise                   ,0.9199799778328389,0.8592450893855889, USA               ,2022,4,3,6,27
383,A sense of wonder at the vastness of the cosmos on a stargazing night. ,1, #Wonder #StargazingAdventure            ,2.6205490277662684,2.6347854163680045, South Africa    ,2018,7,8,23,274
424,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",1, #Despair #EndlessDarkness               ,0.9199799778328389,0.8592450893855889, Australia        ,2016,5,15,22,73
285," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",0, #Empathetic #LanternOfCompassion ,-0.7805890721005904,-0.7742520114382335, USA ,2023,9,3,21,94
185," Intimidation by the challenges ahead, fear takes hold.",3, #Intimidation #FacingFear                   ,-0.9223031595950428,-0.9162952375968269, India         ,2021,10,22,18,164
591,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",1, #GameOn #TeenGamer ,0.06969545286612429,0.1490289585926226, USA,2023,5,30,20,110
330," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",1, #Dismissive #IndifferencePerformance ,-1.3474454220784002,-1.3424249160726065, Australia ,2018,8,18,14,85
154, Gratitude for the small joys that each day brings.   ,0, #Gratitude #SmallJoys                        ,-0.9223031595950428,-0.9162952375968269, Australia   ,2012,3,30,11,132
76, A moment of shame for not standing up against injustice. ,0, #Shame #Injustice                           ,-0.9223031595950428,-0.9162952375968269, India      ,2023,2,19,19,248
378,Pensive contemplation amid the ancient ruins of a forgotten civilization. ,3, #Pensive #AncientCivilization           ,-0.4971608971116855,-0.5611871722003436, Greece           ,2023,4,18,17,210
278," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",2, #Hopeful #SailorOfDreams ,-0.6388749846061379,-0.6322087852796403, Australia ,2022,10,30,11,152
69, Anticipating a thrilling adventure in the coming weeks. ,1, #Anticipation #Adventure                    ,-0.2137327221227806,-0.20607910680386055,USA,2023,2,17,7,16
672,Creating a secret handshake with friends. Friendship level: Expert! ,0, #FriendshipGoals #HighSchoolMemories ,-0.2137327221227806,-0.20607910680386055, USA,2023,8,30,17,172
189, Disgust at the corruption that stains society.     ,1, #Disgust #Corruption                        ,-2.056015859550662,-1.9816194337862763, UK            ,2016,7,1,9,84
272," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",2, #FreeSpirit #WingsOfDreams ,0.06969545286612429,0.07800734551332597, UK ,2020,6,10,10,118
237," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",0, #Indifference #DriftingThroughLife       ,-1.7725876845617574,-1.7685545945483863, India         ,2023,2,22,17,158
89, Disappointed with the lack of progress in a personal project. ,3, #Disappointed #Project                     ,-0.4971608971116855,-0.5611871722003436, India      ,2023,2,25,9,80
621,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",1, #TimelessTunes #SeniorJazz ,0.4948377153494816,0.5041370239891058, USA,2023,6,29,16,172
118," A moment of tenderness, connecting with loved ones.    ",0, #Tenderness #FamilyTime                       ,0.4948377153494816,0.5041370239891058, UK          ,2016,2,23,19,261
